,Hace 3 dias,Hace 4 dias,Hace 6 dias,Hace 8 dias,Hace 9 dias,Hace 11 dias,Hace 12 dias,Hace 14 dias,Hace 16 dias,Hace 17 dias,Hace 19 dias,Hace 20 dias,Hace 22 dias,Hace 24 dias,Hace 25 dias,Hace 27 dias,Hace 28 dias,Hace 30 dias,Hace 32 dias,Hace 33 dias,Hace 35 dias,Hace 36 dias,y
666,2.999333333333333,2.995777777777777,2.990266666666667,2.9867619047619045,2.985583333333333,2.9829999999999997,2.9812121212121214,2.9762051282051285,2.969866666666667,2.96675,2.9610370370370367,2.9585964912280702,2.954412698412699,2.9508695652173915,2.9493055555555556,2.9465384615384616,2.9453333333333327,2.9433563218390804,2.9417634408602154,2.940979166666667,2.939352941176471,2.9385523809523812,3.0106666666666664
667,3.005333333333333,3.002222222222222,2.995733333333333,2.991142857142857,2.989416666666666,2.9867999999999997,2.9852727272727275,2.98123076923077,2.9753777777777786,2.9722500000000003,2.9662222222222225,2.9635087719298245,2.9588571428571435,2.954985507246377,2.95325,2.950179487179487,2.9488148148148148,2.946482758620689,2.9446451612903224,2.9438333333333335,2.9421568627450982,2.941314285714286,3.0086666666666666
668,3.009333333333333,3.007111111111111,3.0011999999999994,2.9957142857142856,2.993583333333333,2.990333333333333,2.9889696969696966,2.9855384615384617,2.9806222222222227,2.977583333333334,2.9714814814814816,2.968561403508772,2.9634285714285715,2.9591884057971014,2.9573055555555556,2.9539230769230764,2.9524197530864194,2.949747126436781,2.947612903225806,2.946708333333333,2.9450000000000003,2.944114285714286,3.002
669,3.0096666666666665,3.009111111111111,3.0052,2.9997142857142856,2.997333333333333,2.993466666666666,2.991999999999999,2.989025641025641,2.9850222222222222,2.982375,2.9764074074074074,2.973438596491228,2.9679047619047614,2.963275362318842,2.96125,2.9575897435897436,2.9559506172839503,2.9530114942528733,2.9505591397849456,2.949520833333333,2.9477058823529414,2.946819047619048,2.9953333333333334
670,3.005333333333333,3.007111111111111,3.0064,3.002380952380952,2.9999999999999996,2.995933333333333,2.9942424242424237,2.9914871794871796,2.988177777777778,2.9860833333333336,2.980666666666667,2.9777543859649125,2.972063492063492,2.967072463768116,2.96488888888889,2.9610000000000003,2.9592345679012344,2.956068965517241,2.9533333333333327,2.952166666666666,2.950156862745098,2.949257142857143,2.9893333333333336
671,2.998666666666667,3.0020000000000002,3.0049333333333332,3.0033333333333334,3.0014999999999996,2.9976,2.9958787878787874,2.993025641025641,2.990311111111111,2.9886250000000003,2.9841851851851855,2.9814385964912287,2.97584126984127,2.970579710144927,2.96825,2.964128205128205,2.962271604938272,2.9588965517241377,2.9559569892473117,2.9546458333333327,2.9524117647058823,2.951447619047619,2.9840000000000004
672,2.9923333333333337,2.995555555555556,3.0012,3.002380952380953,3.0015833333333335,2.9984666666666664,2.996848484848485,2.993948717948718,2.9916,2.99025,2.986777777777778,2.984456140350878,2.9791428571428575,2.9738260869565214,2.971361111111111,2.967000000000001,2.965061728395062,2.9615172413793105,2.9584086021505374,2.957,2.9545294117647054,2.9534666666666665,2.979333333333334
673,2.9866666666666672,2.989555555555556,2.995866666666667,2.999714285714286,3.000083333333334,2.9985333333333335,2.997151515151515,2.9944615384615383,2.9921777777777776,2.9911250000000003,2.988407407407408,2.9866315789473687,2.9819365079365086,2.9767826086956517,2.9742499999999996,2.9696666666666665,2.9676296296296303,2.963954022988506,2.9606881720430103,2.9592083333333328,2.956529411764705,2.9553714285714276,2.977333333333333
674,2.9816666666666674,2.984222222222223,2.9900000000000007,2.995619047619048,2.9971666666666668,2.9976000000000003,2.996787878787879,2.994512820512821,2.9923111111111114,2.991375,2.989296296296297,2.987929824561404,2.9841904761904767,2.97936231884058,2.9768888888888885,2.9721538461538453,2.970024691358024,2.966206896551724,2.962817204301075,2.961270833333333,2.9584509803921564,2.9571809523809516,2.975333333333333
675,2.9783333333333335,2.9802222222222228,2.985066666666667,2.9908571428571435,2.9933333333333336,2.995733333333334,2.9957575757575756,2.99425641025641,2.9923111111111114,2.991375,2.989703703703704,2.988666666666667,2.9858412698412704,2.9816231884057975,2.979277777777778,2.974564102564102,2.9723456790123453,2.9683678160919547,2.9648817204301077,2.963270833333333,2.960333333333333,2.958990476190476,2.9739999999999998
676,2.976333333333333,2.9773333333333336,2.9810666666666674,2.9860952380952384,2.988916666666667,2.993,2.993878787878788,2.9936410256410255,2.992088888888889,2.99125,2.9897037037037038,2.988947368421053,2.9868253968253975,2.983507246376812,2.9813611111111116,2.9768461538461537,2.9745925925925922,2.9704597701149424,2.9668602150537633,2.9652083333333334,2.962156862745098,2.9607619047619043,2.972
677,2.9746666666666663,2.9755555555555553,2.9780000000000006,2.982095238095238,2.9845833333333336,2.9896000000000003,2.991272727272727,2.99251282051282,2.9916444444444443,2.9909583333333334,2.9895185185185182,2.988877192982456,2.9873333333333334,2.9848695652173918,2.983111111111112,2.9789230769230772,2.9767407407407407,2.9725057471264367,2.968774193548388,2.9670833333333335,2.963941176470588,2.962495238095238,2.9693333333333336
678,2.973,2.973777777777778,2.9756,2.9787619047619054,2.9808333333333334,2.9857333333333336,2.988,2.990666666666667,2.9908888888888887,2.9904166666666665,2.9892222222222222,2.98859649122807,2.9874285714285715,2.9856231884057975,2.9843333333333337,2.9807179487179494,2.978666666666667,2.9744827586206894,2.9706236559139785,2.9688750000000006,2.965666666666667,2.9641714285714285,2.964666666666667
679,2.970666666666667,2.9717777777777776,2.9736,2.9759047619047623,2.977583333333334,2.9818000000000007,2.9842424242424244,2.988102564102564,2.9896,2.9895416666666663,2.988703703703704,2.988175438596491,2.987142857142857,2.9858840579710146,2.984944444444445,2.982153846153847,2.980296296296297,2.9763218390804598,2.9723870967741934,2.9705833333333334,2.967294117647059,2.9657714285714287,2.9593333333333334
680,2.9670000000000005,2.968666666666667,2.9710666666666667,2.9731428571428573,2.9745000000000004,2.978066666666667,2.980242424242425,2.984769230769231,2.987511111111111,2.9880416666666663,2.9878148148148145,2.987438596491228,2.986539682539682,2.9856521739130444,2.9850000000000008,2.983000000000001,2.981506172839507,2.9778620689655178,2.974,2.9721458333333333,2.9687647058823536,2.967219047619048,2.9539999999999997
681,2.962,2.9644444444444447,2.9678666666666667,2.970285714285714,2.971416666666667,2.9744666666666673,2.9763636363636365,2.9808205128205127,2.984622222222222,2.98575,2.9864814814814813,2.986315789473684,2.9856825396825393,2.98495652173913,2.984555555555556,2.983179487179488,2.982123456790124,2.9790344827586215,2.975397849462366,2.9735416666666667,2.9700784313725492,2.968495238095239,2.9520000000000004
